index,uri
"my wild love, the doors",spotify:track:6OQCLaG8vDoRcgi7vzYEQK
"say you love me - single; 2017 remaster, fleetwood mac",spotify:track:5JS2PrRqL4GMvtcPHbjoD9
"just like a woman, jeff buckley",spotify:track:2Jo0Yp0OcxlDyLxVGQazYC
"cool it down - 2015 remaster, the velvet underground",spotify:track:4Hh6Q9GhhE8DeON2iUtYMT
"black polished chrome, jim morrison",spotify:track:2txVWU6tG6NdEyTnm1P1WQ
"lay, lady, lay, bob dylan",spotify:track:4uYwlMp841PLJmj1gJJwIq
"blue letter - 2017 remaster, fleetwood mac",spotify:track:2hLclTG8XLSYTUjRlv2wrK
"take me as i am (or let me go), bob dylan",spotify:track:78x0lA9TUtDRHAE8rIIsyz
"imagination, bob dylan",spotify:track:5bwWByDZMmbQCc7ilCjKhZ
"wild child, the doors",spotify:track:5QTKB8UOaBO9zvWr6ap05R
"heartbreaker - remaster, led zeppelin",spotify:track:3buvRn4CDX86EO9LHTITGn
"nightmares by the sea, jeff buckley",spotify:track:1RcskTaqHccNjSng2vmMIm
"i know we could be so happy baby (if we wanted to be), jeff buckley",spotify:track:4OMarBJjNWwwVskdGkL0YQ
"gomper, the rolling stones",spotify:track:50uoARfTvEIC5i8RWyiZUE
"it's alright, ma (i'm only bleeding), bob dylan",spotify:track:5Oer8yskMaCGXwGSfM7xr9
"the crystal ship, the doors",spotify:track:0gWvVB4bGvADocoPMEDy3K
"highway 61 revisited, bob dylan",spotify:track:6os5B6xjuke9YfBKH3tu1e
"all or nothing at all, bob dylan",spotify:track:2tZWLhhm0uLUIRj08RpdXL
"learning to fly, tom petty and the heartbreakers",spotify:track:17S4XrLvF5jlGvGCJHgF51
"$20 fine, jimi hendrix",spotify:track:7pse475uICmWRY5hEkvPvI
"never going back again - 2004 remaster, fleetwood mac",spotify:track:19Shlms2uTnOjIUg50TXzd
"she'll make you cry, the velvet underground",spotify:track:3T4yEBP7QyKqVsKPaoy5Wt
"squeeze box, the who",spotify:track:4lzNP52B3CfeVr2drfPh6X
"u.s. blues - 2013 remaster, grateful dead",spotify:track:2NiR9VOfASwOhgTnWs2cLx
"china doll - 2013 remaster, grateful dead",spotify:track:01S4S7J5f4niAG8skK1fmO
"unbroken chain - 2013 remaster, grateful dead",spotify:track:0QT7prPZzXJKBYMVdWlE1Z
"pride of cucamonga - 2013 remaster, grateful dead",spotify:track:47qs1Om3SvkYk3D4kcKGup
"ship of fools - 2013 remaster, grateful dead",spotify:track:5ks4ht7EDua6UsaI4Dk7Lz
"sweet emotion, aerosmith",spotify:track:24NwBd5vZ2CK8VOQVnqdxr
"grace, jeff buckley",spotify:track:64SIlhd3BaHCCMSfajXG7l
"i'm sticking with you - session outtake; 2015 remaster, the velvet underground",spotify:track:7r5aexlHurJOv1rekAAiZX
"the changeling, the doors",spotify:track:3uqxwLp7Hs9sJhm4uVF8li
"love her madly, the doors",spotify:track:3MFFDRC4wTN9JNGtzXsZlN
"cars hiss by my window, the doors",spotify:track:2Sjez1CwJv8Pz018CxKjWa
"crawling king snake, the doors",spotify:track:14qbY7LbhcXwECCGqH2z7U
"l.a. woman, the doors",spotify:track:6DmfWj5kOa1fX8AwN9byOn
"l'america, the doors",spotify:track:4RE79d7ACKfTPC7qE65xpi
"hyacinth house, the doors",spotify:track:4nKmlUaUiUN4rpMGYnUPAu
"the wasp (texas radio and the big beat), the doors",spotify:track:6ieXnWm8uineF8k9Ugn5DG
"she belongs to me - take 1, solo acoustic, bob dylan",spotify:track:0vQ1nYQHieYnf2jZwAfxYQ
"subterranean homesick blues - take 1, alternate take, bob dylan",spotify:track:0kaIt1ZRy0iV3eTpTEQC4t
"like a rolling stone - take 5, rehearsal (short version), bob dylan",spotify:track:4buiA3kZSYJnqsASy1NfMc
"it takes a lot to laugh, it takes a train to cry - (take 8) [alternate take], bob dylan",spotify:track:6Xnr9kUjtLxjzY9AGBBIvH
"desolation row - take 2, piano demo, bob dylan",spotify:track:6Mi0hlTVCdxrc8kVlqh938
"just like tom thumb's blues - take 3, rehearsal, bob dylan",spotify:track:0su58i13UwSXy0TUwsIisq
"highway 61 revisited - take 3, alternate take, bob dylan",spotify:track:2x9RlulazhKDqgNQnJqybz
"queen jane approximately - take 5, alternate take, bob dylan",spotify:track:6LaFgiuS8h9xdegc1piVXo
"visions of johanna - take 5, rehearsal, bob dylan",spotify:track:0FkTnB9W1YfLMA8uvnfr6e
"she's your lover now - take 6, rehearsal, bob dylan",spotify:track:6bLmSLZ8gOQjuwGTKmnlZy
"leopard-skin pill-box hat - take 8, alternate take, bob dylan",spotify:track:35pH6DikMhMC5n0e6SRDvh
"stuck inside of mobile with the memphis blues again - take 13, alternate take, bob dylan",spotify:track:0uY6hRNFGGe4okE4bN7wLX
"pledging my time - take 1, alternate take, bob dylan",spotify:track:4tPPHYaq8olG2XNYHMKYkN
"i just want to make love to you - mono version, the rolling stones",spotify:track:7j96wehhMtN0fkVvFhD8Ix
"honest i do, the rolling stones",spotify:track:22Bvku5X3odiXj2wbtgY4T
"mona (i need you baby), the rolling stones",spotify:track:1o2wswWx1RkkNuVp6Z21HC
"now i've got a witness, the rolling stones",spotify:track:6QswKScFURI1x3gZ9isXK7
"little by little - mono version, the rolling stones",spotify:track:1WLo0a2kvkcwTZ9x3r3MDt
"i'm a king bee, the rolling stones",spotify:track:3RZSaVu065GXm9CUZE3ixN
"carol, the rolling stones",spotify:track:08l7M5UpRnffGl0FyuRiQZ
"tell me, the rolling stones",spotify:track:3JZllQBsTM6WwoJdzFDLhx
"can i get a witness, the rolling stones",spotify:track:0t2qvfSBQ3Y08lzRRoVTdb
"you can make it if you try, the rolling stones",spotify:track:5ivIs5vwSj0RChOIvlY3On
"walking the dog, the rolling stones",spotify:track:43SkTJJ2xleDaeiE4TIM70
"yesterday's papers, the rolling stones",spotify:track:36ZFepjyypylRRc7VxfcHj
"my obsession, the rolling stones",spotify:track:4ZBswFafOYNV8hDThYQo6t
"back street girl, the rolling stones",spotify:track:2WRV9CuTU1v3FM3GqlQFtL
"connection, the rolling stones",spotify:track:57kJRtK3Lle1JoWDCtmkK0
"she smiled sweetly, the rolling stones",spotify:track:4VeenLChnVtXj5ZXPfGUZh
"all sold out, the rolling stones",spotify:track:7ub0bcGVfcw6mSjd2qpDqT
"please go home, the rolling stones",spotify:track:4x9vsTUtes30KVLO8Np4q2
"who's been sleeping here?, the rolling stones",spotify:track:0psaJz21V9Zdlld8NHcMN6
"complicated, the rolling stones",spotify:track:7u1GgiJP6GGh8613jIk9Ew
"something happened to me yesterday, the rolling stones",spotify:track:0mq6cO9fAL0T2PGolVVV9S
"forget her - studio outtake - 1993, jeff buckley",spotify:track:4QUzPwEXqErm7PqsofTrBY
"forget her, jeff buckley",spotify:track:6UuVONmxXwTKN1ISepuAoQ
"boogie with stu - 1993 remaster, led zeppelin",spotify:track:28PMkoSk7yRzC5u8ujbWmZ
"d'yer mak'er - remaster, led zeppelin",spotify:track:4ItljeeAXtHsnsnnQojaO2
"ballad of a thin man, bob dylan",spotify:track:0f5N14nB8xi0p3o4BlVvbx
"2000 light years from home - mono, the rolling stones",spotify:track:0zZ2zKZLYUuRSF9SSyCjkR
"dancing days - rough mix with vocal, led zeppelin",spotify:track:6pFGE31glbYE6OQMaSHisz
"the gift - mono version, the velvet underground",spotify:track:0qA6ANi8bvW3WpHSjlZ4gU
"been down so long, the doors",spotify:track:1E7qCptwRPfvZrIDyDDgjh
"miss amanda jones, the rolling stones",spotify:track:5B6dNqpj0T3qPTRrFEU2br
"after hours - closet mix, the velvet underground",spotify:track:7kbEM99R3j0sxCnEWWnckW
"an american prayer, jim morrison",spotify:track:2VDkE9sdVpQAgEqH5fvTMV
"ride 'em on down, the rolling stones",spotify:track:3Nzr5sukBwt2dOfXFRXX3Z
"angel of small death and the codeine scene, hozier",spotify:track:7uY7jZs5srSx3xMmyCI48T
"rock and roll - ""1969"" / original mix, the velvet underground",spotify:track:2ex6jFBtRjQD39R1hUmKr6
"you make me real, the doors",spotify:track:1MR950KaknDDJ2PyU5NQDa
"far away eyes - remastered, the rolling stones",spotify:track:4OSZGBSgURF74RO0dRA8HY
"i want you - take 4, alternate take, bob dylan",spotify:track:2IId0Pr5DEgXUyTqHBF7QF
"some kinda love - closet mix, the velvet underground",spotify:track:3jnYhSagcrtKapFDTpFzSO
"house burning down, jimi hendrix",spotify:track:6p5RohbRLDSjeERMZ90hMg
"what goes on, the velvet underground",spotify:track:7yos3xAIsZ567mgGLZp4kq
"still raining, still dreaming, jimi hendrix",spotify:track:0xKcrFF5ed7U4EPdG6vE4f
"yellow submarine - remastered 2009, the beatles",spotify:track:3oEo8Pqm5IAi8wQfCI5BpR
"moby dick - intro / outro rough mix, led zeppelin",spotify:track:4lZjT7PLaWPIcm2InIDU2k
"route 66, the rolling stones",spotify:track:1FRP8d6l2jm3DS5f78ZrhK
"come rain or come shine, ray charles",spotify:track:2htH7r8oqqEwp3BB6oh2cU
"peggy day, bob dylan",spotify:track:2P1jghKUruf3SDVNj910KC
"lady godiva's operation, the velvet underground",spotify:track:03bibEqMkEIfYjM7EIN2y1
"gloria, the shadows of knight",spotify:track:5WNcnqDpO5asMaDIthIcu1
"(i can't get no) satisfaction - mono version, the rolling stones",spotify:track:2PzU4IB8Dr6mxV3lHuaG34
"sunshine of your love, cream",spotify:track:6FRwDxXsvSasw0y2eDArsz
"gimme some lovin', the spencer davis group",spotify:track:3yobZXbEQQJq7wBazWGDVg
"white room, cream",spotify:track:3Xls4cNOwy01dtrNXb1inG
"somebody to love, jefferson airplane",spotify:track:5q3qYTQHiWceu6zZNZR01I
"butchie's tune, the lovin' spoonful",spotify:track:4nFAL2TKUOoAPQJ5DGGoTd
"sweet jane - full length version; 2015 remaster, the velvet underground",spotify:track:3cw3Z7mS55gd3NUjh4k0bL
"crazy on you, heart",spotify:track:5zH710lFSLtkHbMkslLDjR
"have you ever seen the rain?, creedence clearwater revival",spotify:track:4JuJ9ewGWWGy0U3URuXOSI
"back to black, amy winehouse",spotify:track:30FURVTCpbKyykjSEQzGkH
"ramble on - 1990 remaster, led zeppelin",spotify:track:3MODES4TNtygekLl146Dxd
"hey joe, jimi hendrix",spotify:track:0NWPxcsf5vdjdiFUI8NgkP
"break on through (to the other side), the doors",spotify:track:6ToM0uwxtPKo9CMpbPGYvM
"no particular place to go, chuck berry",spotify:track:6yb74UNBAyeNtFXRDlhGgJ
"pride and joy, stevie ray vaughan",spotify:track:1a2iF9XymafjRk56q7oCxo
"sunday morning, the velvet underground",spotify:track:3lX49Bqy21Y5HneUJ7p55G
"purple haze, jimi hendrix",spotify:track:0wJoRiX5K5BxlqZTolB2LD
"today, jefferson airplane",spotify:track:0yLfXULLuRtVj2L4DIrwO7
"someone like you, adele",spotify:track:4kflIGfjdZJW4ot2ioixTB
"cry baby, janis joplin",spotify:track:3L60Vu9qmY6fg2QroRIxgi
"cherry wine - live, hozier",spotify:track:0bZ52QzCCKfrfOqs7za6lI
"light my fire, the doors",spotify:track:5uvosCdMlFdTXhoazkTI5R
"all day and all of the night, the kinks",spotify:track:5gmMa8nwzrkcPbHzSW3azN
"everywhere - 2017 remaster, fleetwood mac",spotify:track:254bXAqt3zP6P50BdQvEsq
"come as you are, nirvana",spotify:track:4P5KoWXOxwuobLmHXLMobV
"night moves, bob seger",spotify:track:6UBjSnyP1O5W5ndJoO9vUk
"kozmic blues, janis joplin",spotify:track:1cTrWlx7OSaJf3pLpiYRRR
"bad moon rising, creedence clearwater revival",spotify:track:66FSV5dLK5sNLZ00IfHxfD
"oh! sweet nuthin' - 2015 remaster, the velvet underground",spotify:track:0i19MAZbyn8uTir7FprXId
"rehab, amy winehouse",spotify:track:1L5tZi0izXsi5Kk5OJf4W0
"cross road blues, robert johnson",spotify:track:1TrGdXSgiBm8W68D2K1COG
"make you feel my love, adele",spotify:track:7rPLZ8Krm6CZIbraFUlnWZ
"start me up - remastered, the rolling stones",spotify:track:7HKez549fwJQDzx3zLjHKC
"take me to church, hozier",spotify:track:0aOluBqXYd0rFSCsgDyAWX
"barracuda, heart",spotify:track:4KfSdst7rW39C0sfhArdrz
"do you believe in magic?, the lovin' spoonful",spotify:track:1udKn1oNKYQSQ9OmiIWCMu
"the chain - 2004 remaster, fleetwood mac",spotify:track:5e9TFTbltYBg2xThimr0rU
"old time rock & roll, bob seger",spotify:track:5EOoMWIB9iK4ZpcSex9Ec7
"little wing, jimi hendrix",spotify:track:1Eolhana7nKHYpcYpdVcT5
"johnny b. goode, chuck berry",spotify:track:4Hbe0lRKsXtDZ2wQIovz7I
"me and bobby mcgee, janis joplin",spotify:track:1IqFh00G2kvvMm8pRMpehA
"you know i'm no good, amy winehouse",spotify:track:4zQuwW24dweWcaX0fEJkP2
"work song, hozier",spotify:track:4Vc3bzFxXdrABa2DxgyCMT
"sunny afternoon - mono mix, the kinks",spotify:track:5NTH2uKOrXuNTrVKZwArwM
"friend of the devil, grateful dead",spotify:track:5ZLzl6T8JwqMTMdoE0nCbU
"landslide, fleetwood mac",spotify:track:5ihS6UUlyQAfmp48eSkxuQ
"riders on the storm, the doors",spotify:track:14XWXWv5FoCbFzLksawpEe
"you never can tell, chuck berry",spotify:track:3WBkjGPK5489TmmR0GoU8W
"you really got me - mono mix, the kinks",spotify:track:00xR9dHhuaNznqB4FSzOlr
"whole lotta love - 1990 remaster, led zeppelin",spotify:track:0hCB0YR03f6AmQaHbwWDe8
"water under the bridge, adele",spotify:track:4vb4mFvYsr2h6enhjJsq9Y
"mannish boy, muddy waters",spotify:track:58PSYdY0GFg0LFb2PxYk4T
"white rabbit, jefferson airplane",spotify:track:4vpeKl0vMGdAXpZiQB2Dtd
"people are strange, the doors",spotify:track:1Jmqubf9kGkWeYQXQKImL5
"valerie - live at bbc radio 1 live lounge, london / 2007, amy winehouse",spotify:track:6CQaVuICm1WVXyy3SZ5jEI
"fortunate son, creedence clearwater revival",spotify:track:4BP3uh0hFLFRb5cjsgLqDh
